Domain,Name of Exam,University,Ways to Attempt,Application Coming Up,Examination Date,Result Announce Date,Some Useful Links
AGRICULTURE,UPCATET 2018,Uttar Pradesh Combined Agriculture and Technology Entrance Test ,Online Test,,,,
AGRICULTURE,HORTICET 2017,Horticulture Common Entrance Test ,Written Test,,,,
AGRICULTURE,Rajasthan JET 2018,Rajasthan JET ,Online Test,,,,
AGRICULTURE,BHU UET 2018,Banaras Hindu University Undergraduate Entrance Test ,Written Test,,,,
DESIGN,GLS Institute of Design DAT 2018,GLS Institute of Design Aptitude Test ,Written Test,24 Dec 17 - 23 Jan 18,23-Apr-18,,
DESIGN,UBTER JEEP 2018,Uttarakhand Board Of Technical Education-Joint Entrance Exam  Polytechnic ,Written Test,10 Jan 18 - 26 Mar 18,06-May-18,27-May-18,
DESIGN,IICD 2018,Indian Institute of Crafts and Design 2018 ,Written Test,22 Jan 18 - 21 May 18,27-May-18,04-Jun-18,
DESIGN,NPAT 2018,National Test for Programs After Twelfth ,Online Test,05 Feb 18 - 02 May 18,13-May-18,10-Jun-18,
DESIGN,UPES DAT 2018,University of Petroleum and Energy Studies Design Aptitude Test ,Online Test  Written Test,16 Feb 18 - 09 Jan 18,15 Feb 18 - 12 Apr 18,20-Mar-18,https://exams.collegedunia.com/upes-dat/admit-card
DESIGN,UPSEE 2018,Uttar Pradesh State Entrance Exam ,Online Test  Written Test,21 Feb 18 - 10 Apr 18,22-Apr-18,12-May-18,
DESIGN,SET 2017,Symbiosis Entrance Test ,Online Test,27 Apr 18 - 05 Feb 18,06-May-18,20-May-18,
DESIGN,NIFT 2018,National Institute of Fashion Technology Entrance Test ,Online Test,20 Oct 17 - 09 Jan 18,21-Jan-18,01-Feb-18,
DESIGN,NID 2018,National Institute of Design Entrance Exam ,Written Test,20 Oct 17 - 20 Dec 17,31 Aug 18 - 07 Jan 18,18 Jan 18 - 02 May 18,https://exams.collegedunia.com/nid/admit-card
DESIGN,AIEED 2018,All India Entrance Examination for Design ,Online Test  Written Test,14 Dec 17 - 12 Nov 17,02-Jan-18,,https://exams.collegedunia.com/aieed/application-process
DESIGN,CEED 2017,Common Entrance Examination for Design ,Online Test  Written Test,09 Oct 17 - 10 Nov 17,20-Jan-18,05-Mar-18,
DESIGN,KIITEE 2017,Kalinga Institute of Industrial Technology Entrance Exam ,Online Test,,,,
DESIGN,UCEED 2018,Undergraduate Common Entrance Examination for Design ,Online Test,,,,
DESIGN,CEPT Entrance Exam 2018,Center for Environmental Planning and Technology Entrance Exam ,Online Test,,,,
DESIGN,SOFT CET 2018,School of Fashion Technology Common Entrance Test ,Online Test  Written Test,,,,
DESIGN,SUAT 2017,Sharda University Admission Test ,Online Test,,,,
DENTAL,KEAM 2018,Kerala Engineering Agricultural Medical Entrance Examination ,Written Test,04 Jan 18 - 28 Jan 18,23 Apr 18 - 24 Apr 18,26-May-18,
DENTAL,NEET 2018,National Eligibility Cum Entrance Test(NEET)/AIPMT ,Written Test,22 Jan 18 - 20 Mar 18,10-May-18,08-Jun-18,https://exams.collegedunia.com/neet/application-process
DENTAL,AP EAMCET 2018,Andhra Pradesh Engineering  Agriculture and Medical Common Entrance Test ,Online Test,05 Feb 18 - 10 Apr 18,28-Apr-18,24-May-18,https://exams.collegedunia.com/ap-eamcet/application-process
DENTAL,PGIMER 2018,Post Graduate Institute of Medical Education & Research 2018 ,Written Test,17 Mar 18 - 13 May 18,14-May-18,16-May-18,
DENTAL,GCET 2018,Goa Common Entrance Test ,Written Test,19 Apr 18 - 10 Mar 18,13-May-18,30-May-18,
DENTAL,JIPMER 2018,Jawaharlal Institute of Post-graduate Medical Education and Research ,Online Test,03-Jun-18,,,
DENTAL,CETPPMC 2017,Common Entrance Test for Pondicherry Private Medical/Dental Colleges ,Written Test,25 Apr 17 - 22 May 17,27-May-17,02-Jun-17,
DENTAL,AIPGDEE 2018,All India PG Dental Entrance Exam ,Online Test,16 Sep 17 - 31 Oct 17,07-Jan-18,31-Jan-18,
DENTAL,NEET MDS 2018,National Eligibility Cum Entrance Test for Masters of Dental Surgery ,Online Test,31 Oct 17 - 27 Nov 17,07-Jan-18,31-Jan-18,
DENTAL,AIPGMEE 2017,All India Post Graduate Medical Entrance Examination ,Online Test,16 Sep 16 - 22 Oct 16,05 Dec 16 - 13 Dec 16,10-Feb-17,
DENTAL,AIPMT 2016,All India Pre Medical Test ,Written Test,15 Dec 15 - 13 Jan 16,01-May-16,19 May 16 - 05 Jun 16,https://exams.collegedunia.com/aipmt/application-process
DENTAL,MPDMAT 2016,Madhya Pradesh Dental/Medical Association Test ,Written Test,15-May-16,,,
DENTAL,GUJCET 2018,Gujarat Common Entrance Test ,Written Test,29-May-17,29-May-18,,
VETERINARY-SCIENCES,AIPVT 2018,All India Pre VeterinaryTest ,Written Test,08 Jan 18 - 07 Feb 18,14-May-18,20-Jun-18,
VETERINARY-SCIENCES,KCET 2018,Karnataka Common Entrance Test ,Written Test,09 Jan 18 - 04 Mar 18,05 May 18 - 06 May 18,25-May-18,https://exams.collegedunia.com/kcet/application-process
VETERINARY-SCIENCES,AP EAMCET 2018,Andhra Pradesh Engineering  Agriculture and Medical Common Entrance Test ,Online Test,05 Feb 18 - 10 Apr 18,28-Apr-18,24-May-18,https://exams.collegedunia.com/ap-eamcet/application-process
VETERINARY-SCIENCES,MHT CET 2018,Maharashtra Health Sciences and Technical Common Entrance Test ,Written Test,06 Mar 18 - 30 Mar 18,13-May-18,08-Jun-18,https://exams.collegedunia.com/mht-cet/application-process
VETERINARY-SCIENCES,JCECE 2018,Jharkhand Combined Entrance Competitive Examination ,Written Test,03 Apr 18 - 30 Apr 18,14-May-18,29-May-18,https://exams.collegedunia.com/jcece/application-process
VETERINARY-SCIENCES,WBJEE 2018,West Bengal Joint Entrance Examination ,Online Test,19 Dec 17 - 10 Apr 18,22-Apr-18,05-Jun-18,https://exams.collegedunia.com/wbjee/admit-card
VETERINARY-SCIENCES,OUAT 2018,Orissa University of Agriculture and Technology ,Written Test,,,,
VETERINARY-SCIENCES,AAU VET 2018,Assam Agricultural University Veterinary Entrance Test ,Written Test,,,,
VETERINARY-SCIENCES,RPVT 2018,Rajasthan Pre-University Veterinary Test ,Online Test,,,,
VETERINARY-SCIENCES,UP Veterinary Entrance Exam 2018,UP Veterinary Entrance Exam ,Written Test,,,,
HOTEL-MANAGEMENT,UPSEE 2018,Uttar Pradesh State Entrance Exam ,Online Test  Written Test,21 Feb 18 - 10 Apr 18,22-Apr-18,12-May-18,
HOTEL-MANAGEMENT,NCHMCT JEE 2017,National Council for Hotel Management and Catering Technology Joint Entrance Examination ,Written Test,19 Dec 16 - 12 Dec 16,29-Apr-17,18-May-17,
HOTEL-MANAGEMENT,IIHM ECHAT 2018,Electronic Common Hospitality Aptitude Test ,Online Test,,,,
HOTEL-MANAGEMENT,MAH BHMCT CET 2018,Maharashtra Hotel Management Common Entrance Test ,Online Test,,,,
HOTEL-MANAGEMENT,UKSEE 2018,Uttarakhand State Entrance Exam ,Online Test  Written Test,,,,
HOTEL-MANAGEMENT,AIHMCT WAT 2018,Army Institute of Hotel Management & Catering Technology WAT ,Written Test,,,,
MASS-COMMUNICATIONS,IPU CET 2018,Guru Gobind Singh Indraprastha University Common Entrance Test ,Written Test,22 Jan 18 - 02 Apr 18,21 Apr 18 - 26 May 18,03-May-18,https://exams.collegedunia.com/ipucet/application-process
MASS-COMMUNICATIONS,ACJ Entrance Exam 2018,Asian College of Journalism Entrance Exam ,Online Test,15 Mar 18 - 15 Apr 18,20-May-18,,
MASS-COMMUNICATIONS,XIC OET 2018,Xavier Institute of Communication Online Entrance Test ,Online Test,26 Mar 18 - 24 Apr 18,21-Apr-18,17-Jun-18,
MASS-COMMUNICATIONS,CAT 2017,Common Admission Test ,Online Test,09 Aug 17 - 20 Sep 17,26-Nov-17,08-Jan-18,https://exams.collegedunia.com/cat/application-process
MASS-COMMUNICATIONS,IIMC 2017,Indian Institute of Mass Communication ,Written Test,,,,
PARAMEDICAL,GCET 2018,Goa Common Entrance Test ,Written Test,19 Apr 18 - 10 Mar 18,13-May-18,30-May-18,
PARAMEDICAL,DSAT 2018,Dayanand Sagar Admission Test 2018 ,Written Test,30-Apr-18,15-May-18,,
PARAMEDICAL,IGNOU OPENNET 2017,IGNOU B.Sc. Nursing Entrance Test ,Written Test,,,,
PARAMEDICAL,IUET 2018,Integral University Entrance Test ,Written Test,,,,
PARAMEDICAL,AIIMS MSc 2018,AIIMS M.Sc. Entrance Examination ,Online Test,,,,
VOCATIONAL-COURSES,CUCET 2018,Central Universities Common Entrance Test ,Written Test,17 Mar 18 - 20 Apr 18,20-May-18,19 May 17 - 13 Jun 18,https://exams.collegedunia.com/cucet/application-process
VOCATIONAL-COURSES,MAT 2017,Management Aptitude Test ,Online Test  Written Test,20 Dec 17 - 26 Jan 18,04-Feb-18,22-Feb-18,https://exams.collegedunia.com/mat/application-process
VOCATIONAL-COURSES,CAT 2017,Common Admission Test ,Online Test,09 Aug 17 - 20 Sep 17,26-Nov-17,08-Jan-18,https://exams.collegedunia.com/cat/application-process
VOCATIONAL-COURSES,BHU UET 2018,Banaras Hindu University Undergraduate Entrance Test ,Written Test,,,,
STUDY-ABROAD-EXAMS,TOEFL 2017,Test of English as a Foreign Language ,Online Test  Written Test,20 Aug 17 - 15 Sep 17,14-Oct-17,,
STUDY-ABROAD-EXAMS,LSAT 2017,Law School Admission Test ,Written Test,14 Sep 16 - 08 May 17,21-May-17,20-Jun-17,https://exams.collegedunia.com/lsat/admit-card
STUDY-ABROAD-EXAMS,GMAT 2017,Graduate Management Admission Test ,Online Test,,,,
STUDY-ABROAD-EXAMS,IELTS 2016,International English Language Testing System ,Online Test,,,,
STUDY-ABROAD-EXAMS,GRE 2016,Graduate Record Examination ,Online Test,,,,
