College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"Lingaya's University, Faridabad","5.2/10","Faridabad, Haryana","NCTE, COA, PCI, BCI, AICTE","₹76.3 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 29 reviews"
"Government Engineering College - [GEC], Modasa","5.2/10","Modasa, Gujarat","AICTE","-- BE/B.Tech",,"2.9 / 5 23 reviews"
"Saraswati Education Societys Group of Institutions Faculty of Engineering - [ SESGOIFE ], Raigarh","5.2/10","Raigarh, Maharashtra","AICTE, UGC","₹69 K / yr ME/M.Tech - avg fe...",,""
"Madhav Proudyogiki Mahavidyalaya-[MPM], Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹45 K / yr BE/B.Tech - avg fe...",,""
"SR Institute Of Management and Technology - [SRIMT], Lucknow","5.2/10","Lucknow, Uttar Pradesh","AICTE","₹75 K / yr BE/B.Tech - avg fe...",,"2.7 / 5 4 reviews"
"Malla Reddy Engineering College for Women - [MRECW], Secunderabad","5.2/10","Secunderabad, Telangana","AICTE, NAAC","₹70 K / yr BE/B.Tech - avg fe...",,"4.4 / 5 3 reviews"
"PBR Visvodaya Institute of Technology and Science [PBR VITS], Nellore","5.2/10","Nellore, Andhra Pradesh","AICTE, NAAC-A","₹35 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 16 reviews"
"Mody University, Sikar","5.2/10","Sikar, Rajasthan","BCI, AICTE, NBA","₹2.21 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 9 reviews"
"Patil Education and Welfare Trust's Group of Institutions College of Engineering and Management - PR Pote - [PRPEGI], Amravati","5.2/10","Amravati, Maharashtra","AICTE","₹74.8 K / yr BE/B.Tech - avg fe...",,
"Technocrats Institute of Technology and Science - [TITS], Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹62 K / yr BE/B.Tech - avg fe...",,"4.5 / 5 1 reviews"
"THDC Institute of Hydro Power Engineering and Technology, Garhwal","5.2/10","Garhwal, Uttarakhand","AICTE","₹59.2 K / yr BE/B.Tech - avg fe...",,""
"UBDT College of Engineering, Davanagere","5.2/10","Davanagere, Karnataka","","₹36.2 K / yr BE/B.Tech - avg fe...",,"2.6 / 5 2 reviews"
"United College of Engineering & Research - [UCER], Allahabad","5.2/10","Allahabad, Uttar Pradesh","AICTE","-- BE/B.Tech",,"3.3 / 5 24 reviews"
"University of Kerala, University College Of Engineering Kariavattom, Thiruvananthapuram","5.2/10","Thiruvananthapuram, Kerala","","₹35 K / yr BE/B.Tech - avg fe...",,
"University College of Engineering, Anna University - [UCEA], Arni","5.2/10","Arni, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,""
"North Maharashtra University Institute of Chemical Technology - [UICT], Jalgaon","5.2/10","Jalgaon, Maharashtra","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 1 reviews"
"Velaga Nageswara Rao College of Engineering - [VNRCE], Guntur","5.2/10","Guntur, Andhra Pradesh","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,""
"Vignan's Nirula Institute of Technology and Science for Women -[VNIW], Guntur","5.2/10","Guntur, Andhra Pradesh","AICTE","₹8.75 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 1 reviews"
"Vishwa Bharati College of Engineering - [VBCE], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, MHRD","₹35 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 5 reviews"
"Vivekananda Institute of Technology - [VIT], Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹79.1 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 23 reviews"
"Manav Rachna International Institute Of Research And Studies, Faculty of Engineering and Technology - [MRIIRSFET], Faridabad","5.2/10","Faridabad, Haryana","AICTE","₹1.7 L / yr BE/B.Tech - avg fe...",,"3.6 / 5 5 reviews"
"St. Peter's University, Chennai","5.2/10","Chennai, Tamil Nadu","NAAC, UGC","₹75 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 6 reviews"
"Gurgaon Institute of Technology & Management - [GITM], Gurgaon","5.2/10","Gurgaon, Haryana","AICTE","₹1.12 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 18 reviews"
"St Peter's Engineering College - [SPEC], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, UGC","₹54.5 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 7 reviews"
"Intell Engineering College - [IEC], Ananthapur","5.2/10","Ananthapur, Andhra Pradesh","AICTE","₹54 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 7 reviews"
"Jaipur Institute of Engineering and Management - [JIEM], Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹71.9 K / yr BE/B.Tech - avg fe...",,""
"Om College of Engineering - [OMCOE], Wardha","5.2/10","Wardha, Maharashtra","AICTE","₹1.11 L / yr BE/B.Tech - avg fe...",,""
"Sai Nath Institute of Engineering and Technology, Agra","5.2/10","Agra, Uttar Pradesh","UGC","-- BE/B.Tech",,
"Guru Gobind Singh Indraprastha University - [GGSIPU], New Delhi","5.2/10","New Delhi, Delhi NCR","AICTE, UGC, NAAC-A","₹18.9 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 36 reviews"
"Army Institute of Technology - [AIT], Pune","5.2/10","Pune, Maharashtra","AICTE, NBA, NAAC-A","₹1.24 L / yr BE/B.Tech - avg fe...",,""
"Koustuv Institute of Self Domain - [KISD], Bhubaneswar","5.1/10","Bhubaneswar, Orissa","AICTE","₹67 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 8 reviews"
"Aryabhatta Knowledge University - [AKU], Patna","5.1/10","Patna, Bihar","UGC","₹25 K / yr BE/B.Tech - avg fe...",,""
"SCMS School of Engineering and Technology [SSET], Ernakulam","4.9/10","Ernakulam, Kerala","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 12 reviews"
"Miracle Educational Society Group of Institutions, Vizianagaram","4.8/10","Vizianagaram, Andhra Pradesh","AICTE","₹31 K / yr BE/B.Tech - avg fe...",,""
"Roever College of Engineering and Technology, Perambalur","4.8/10","Perambalur, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,
"Sunder Deep Engineering College, Ghaziabad","4.8/10","Ghaziabad, Uttar Pradesh","AICTE","₹80.6 K / yr BE/B.Tech - avg fe...",,""
"Haryana Institute of Technology - [HIT], Jhajjar","4.8/10","Jhajjar, Haryana","AICTE","₹76.9 K / yr BE/B.Tech - avg fe...",,""
"Dr. Sau Kamaltai Gawai Institute of Engineering and Technology - [KGIET], Amravati","4.8/10","Amravati, Maharashtra","AICTE","₹13 K / yr BE/B.Tech - avg fe...",,""
"ACME College of Engineering - [ACME], Ghaziabad","4.8/10","Ghaziabad, Uttar Pradesh","AICTE","₹83 K / yr BE/B.Tech - avg fe...",,
"ACN College of Engineering and Management Studies, Aligarh","4.8/10","Aligarh, Uttar Pradesh","AICTE","₹97 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 1 reviews"
"AM Reddy Memorial College of Engineering and Technology, Guntur","4.8/10","Guntur, Andhra Pradesh","AICTE","₹55.7 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 1 reviews"
"ARJ College of Engineering & Technology - [ARJ], Thiruvarur","4.8/10","Thiruvarur, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,""
"AVN Institute of Engineering and Technology - [AVNIET], Rangareddi","4.8/10","Rangareddi, Telangana","AICTE","₹64.1 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 5 reviews"
"AVS College of Engineering and Technology, Nellore","4.8/10","Nellore, Andhra Pradesh","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 2 reviews"
"AVS Engineering College - [AVSEC], Salem","4.8/10","Salem, Tamil Nadu","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"1.9 / 5 1 reviews"
"AWH Engineering College, Calicut","4.8/10","Calicut, Kerala","AICTE","₹37.5 K / yr BE/B.Tech - avg fe...",,"3 / 5 1 reviews"
"Academy for Technical and Management Excellence - [ATME], Mysore","4.8/10","Mysore, Karnataka","AICTE","₹90.9 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 2 reviews"
"Achutha Institute of Technology - [AIT], Bangalore","4.8/10","Bangalore, Karnataka","AICTE","₹10.4 K / yr BE/B.Tech - avg fe...",,""
"Adamas Institute of Technology - [AIT], Kolkata","4.8/10","Kolkata, West Bengal","AICTE","₹90.7 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 3 reviews"
"Adesh Institute of Engineering and Technology, Faridkot","4.8/10","Faridkot, Punjab","AICTE","₹39.8 K / yr BE/B.Tech - avg fe...",,"2.5 / 5 5 reviews"
"Ajay Binay Institute of Technology - [ABIT], Cuttack","4.8/10","Cuttack, Orissa","AICTE","-- BE/B.Tech",,"3.6 / 5 8 reviews"
"Akshaya College of Engineering and Technology-[ACET], Coimbatore","4.8/10","Coimbatore, Tamil Nadu","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 1 reviews"
"Akshaya Institute of Technology - [AIT], Tumkur","4.8/10","Tumkur, Karnataka","AICTE","₹90.9 K / yr BE/B.Tech - avg fe...",,""
"Al-Ameer College of Engineering and Information Technology, Visakhapatnam","4.8/10","Visakhapatnam, Andhra Pradesh","AICTE","₹30.1 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 3 reviews"
"Allenhouse Institute of Technology, Kanpur","4.8/10","Kanpur, Uttar Pradesh","AICTE","₹90.3 K / yr BE/B.Tech - avg fe...",,""
"Alpha College of Engineering, Chennai","4.8/10","Chennai, Tamil Nadu","AICTE","₹47.5 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 22 reviews"
"Amina Institute of Technology, Rangareddi","4.8/10","Rangareddi, Telangana","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 1 reviews"
"Amritsar College of Engineering and Technology - [ACET], Amritsar","4.8/10","Amritsar, Punjab","AICTE, NAAC, NBA","₹78.7 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 26 reviews"
"Anantha Lakshmi Institute of Technology and Sciences - [ALITS], Ananthapur","4.8/10","Ananthapur, Andhra Pradesh","AICTE","₹55.7 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 4 reviews"
"Annai Mathammal Sheela Engineering College, Namakkal","4.8/10","Namakkal, Tamil Nadu","AICTE, NBA","₹45 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 5 reviews"
"Annai Teresa College of Engineering, Villupuram","4.8/10","Villupuram, Tamil Nadu","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,
"Annamalaiar College of Engineering, Tiruvannamalai","4.8/10","Tiruvannamalai, Tamil Nadu","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,
"Applied College of Management and Engineering - [ACME], Faridabad","4.8/10","Faridabad, Haryana","AICTE","₹16.3 K / yr BE/B.Tech - avg fe...",,"0.9 / 5 2 reviews"
"Arasu Engineering College - [AEC], Kumbakonam","4.8/10","Kumbakonam, Tamil Nadu","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"1.3 / 5 1 reviews"
"Aravali Institute of Technical Studies - [AITS], Udaipur","4.8/10","Udaipur, Rajasthan","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,"2 / 5 3 reviews"
"Arulmigu Meenakshi Amman College of Engineering - [AMACE], Thiruchirapalli","4.8/10","Thiruchirapalli, Tamil Nadu","AICTE, NBA","₹45 K / yr BE/B.Tech - avg fe...",,"1.8 / 5 2 reviews"
"Arvind Gavali College of Engineering - [AGCE], Satara","4.8/10","Satara, Maharashtra","AICTE","₹57.4 K / yr BE/B.Tech - avg fe...",,"4.5 / 5 1 reviews"
"Aryan Institute of Engineering and Technology - [AIET], Bhubaneswar","4.8/10","Bhubaneswar, Orissa","AICTE","₹64 K / yr BE/B.Tech - avg fe...",,"2 / 5 1 reviews"
"Ashoka Institute of Technology and Management - [AITM], Varanasi","4.8/10","Varanasi, Uttar Pradesh","PCI, AICTE","₹45 K / yr BE/B.Tech - avg fe...",,""
"Asra College of Engineering and Technology - [ACET], Sangrur","4.8/10","Sangrur, Punjab","NCTE, AICTE","₹95.5 K / yr BE/B.Tech - avg fe...",,""
"Azad Institute of Engineering and Technology - [AIET], Lucknow","4.8/10","Lucknow, Uttar Pradesh","AICTE","₹41 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 4 reviews"
"BGS Institute of Technology - [BGSIT], Mandya","4.8/10","Mandya, Karnataka","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3 / 5 2 reviews"
"BH Gardi College of Engineering and Technology, Rajkot","4.8/10","Rajkot, Gujarat","","₹64 K / yr BE/B.Tech - avg fe...",,"3 / 5 5 reviews"
"BIT Institute of Technology, Ananthapur","4.8/10","Ananthapur, Andhra Pradesh","AICTE, NBA","₹55.7 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 2 reviews"
"BLS Institute of Engineering and Technology -[BLSIET], Jind","4.8/10","Jind, Haryana","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,""
"BM College of Technology - [BMCT], Indore","4.8/10","Indore, Madhya Pradesh","AICTE","₹45 K / yr BE/B.Tech - avg fe...",,""
"BTL Institute of Technology and Management - [BTLITM], Bangalore","4.8/10","Bangalore, Karnataka","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 11 reviews"
"Bahubali College of Engineering - [BCE], Hassan","4.8/10","Hassan, Karnataka","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 4 reviews"
"Bangalore College of Engineering and Technology-[BCET], Bangalore","4.8/10","Bangalore, Karnataka","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,""
"Bankura Unnayani Institute of Engineering - [BUIE], Bankura","4.8/10","Bankura, West Bengal","AICTE","₹82.1 K / yr BE/B.Tech - avg fe...",,"3 / 5 11 reviews"
"Bansal Institute of Engineering and Technology - [BIET], Meerut","4.8/10","Meerut, Uttar Pradesh","AICTE","₹76 K / yr BE/B.Tech - avg fe...",,"4.4 / 5 1 reviews"
"Basava Academy of Engineering, Bangalore","4.8/10","Bangalore, Karnataka","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,""
"Baselios Mathews II College of Engineering - [BMCE], Kollam","4.8/10","Kollam, Kerala","AICTE","₹66.3 K / yr BE/B.Tech - avg fe...",,""
"Beehive College of Engineering & Technology, Dehradun","4.8/10","Dehradun, Uttarakhand","AICTE","₹69.5 K / yr BE/B.Tech - avg fe...",,
"Bethlahem Institute of Engineering, Kanyakumari","4.8/10","Kanyakumari, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,""
"Bhai Maha Singh College of Engineering, Muktsar","4.8/10","Muktsar, Punjab","AICTE, NBA","₹75.1 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 1 reviews"
"Bhajarang Engineering College, Thiruvallur","4.8/10","Thiruvallur, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,""
"Bharathidasan Engineering College - [BEC], Vellore","4.8/10","Vellore, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,""
"Bharathiyar Institute of Engineering for Women - [BIEW], Salem","4.8/10","Salem, Tamil Nadu","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,""
"Bharti College of Engineering and Technology - [BCET], Durg","4.8/10","Durg, Chhattisgarh","AICTE","₹44.8 K / yr BE/B.Tech - avg fe...",,""
"Bheemanna Khandre Institute of Technology - [BKIT], Bhalki","4.8/10","Bhalki, Karnataka","AICTE, NAAC, NBA","₹90 K / yr BE/B.Tech - avg fe...",,"3 / 5 6 reviews"
"Brahma Valley College of Engineering and Research Institute, Nashik","4.8/10","Nashik, Maharashtra","AICTE","-- BE/B.Tech",,
"Brahmdevdada Mane Institute of Technology - [BMIT], Solapur","4.8/10","Solapur, Maharashtra","AICTE","-- BE/B.Tech",,""
"Buddha Institute of Technology- [BIT], Gorakhpur","4.8/10","Gorakhpur, Uttar Pradesh","AICTE","₹81 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 3 reviews"

